verse	position	greek	strong	transliteration	gloss	inflected
24:35	11	οὐ	G3756	ou	{will} never	{will} never
24:35	12	μὴ	G3361	mē	. . .	. . .
24:35	13	παρέλθωσιν	G3928	parelthōsin	pass away	pass away
24:36	1	δὲ	G1161	de	-	-
24:36	2	οὐδεὶς	G3762	oudeis	No one	No one
24:36	3	οἶδεν	G1492	oiden	knows	knows
24:36	4	Περὶ	G4012	Peri	about	about
24:36	5	ἐκείνης	G1565	ekeinēs	that	that
24:36	6	τῆς	G3588	tēs	-	-
24:36	7	ἡμέρας	G2250	hēmeras	day	day
24:36	8	καὶ	G2532	kai	[or]	[or]
24:36	9	ὥρας	G5610	hōras	hour	hour
24:36	10	οὐδὲ	G3761	oude	not even	not even
24:36	11	οἱ	G3588	hoi	the	the
24:36	12	ἄγγελοι	G32	angeloi	angels	angels
24:36	13	τῶν	G3588	tōn	-	-
24:36	14	οὐρανῶν	G3772	ouranōn	in heaven	in heaven
24:36	15	οὐδὲ	G3761	oude	nor	nor
24:36	16	ὁ	G3588	ho	the	the
24:36	17	Υἱός	G5207	Huios	Son	Son
24:36	18	εἰ	G1487	ei	but	but
24:36	19	μὴ	G3361	mē	. . .	. . .
24:36	20	μόνος	G3441	monos	only	only
24:36	21	ὁ	G3588	ho	the	the
24:36	22	Πατὴρ	G3962	Patēr	Father	Father
24:37	1	γὰρ	G1063	gar	-	-
24:37	2	ὥσπερ	G5618	hōsper	As [it was]	As [it was]
24:37	3	αἱ	G3588	hai	in the	in the
24:37	4	ἡμέραι	G2250	hēmerai	days	days
24:37	5	τοῦ	G3588	tou	of	of
24:37	6	Νῶε	G3575	Nōe	Noah	Noah
24:37	7	οὕτως	G3779	houtōs	so	so
24:37	8	ἔσται	G1510	estai	will it be	will it be
24:37	9	ἡ	G3588	hē	at the	at the
24:37	10	παρουσία	G3952	parousia	coming	coming
24:37	11	τοῦ	G3588	tou	of the	of the
24:37	12	Υἱοῦ	G5207	Huiou	Son	Son
24:37	13	τοῦ	G3588	tou	-	-
24:37	14	ἀνθρώπου	G444	anthrōpou	of Man	of Man
24:38	1	γὰρ	G1063	gar	For	For
24:38	2	ὡς	G5613	hōs	-	-
24:38	3	ἐν	G1722	en	in	in
24:38	4	ἐκείναις	G1565	ekeinais	-	-
24:38	5	ταῖς	G3588	tais	the	the
24:38	6	ἡμέραις	G2250	hēmerais	days	days
24:38	7	πρὸ	G4253	pro	before	before
24:38	8	ταῖς	G3588	tais	-	-
24:38	9	τοῦ	G3588	tou	the	the
24:38	10	κατακλυσμοῦ	G2627	kataklysmou	flood	flood
24:38	11	ἦσαν	G1510	ēsan	[people] were	[people] were
24:38	12	τρώγοντες	G5176	trōgontes	eating	eating
24:38	13	καὶ	G2532	kai	and	and
24:38	14	πίνοντες	G4095	pinontes	drinking	drinking
24:38	15	γαμοῦντες	G1060	gamountes	marrying	marrying
24:38	16	καὶ	G2532	kai	and	and
24:38	17	γαμίζοντες	G1061	gamizontes	giving in marriage	giving in marriage
24:38	18	ἄχρι	G891	achri	up to	up to
24:38	19	ἧς	G3739	hēs	the	the
24:38	20	ἡμέρας	G2250	hēmeras	day	day
24:38	21	Νῶε	G3575	Nōe	Noah	Noah
24:38	22	εἰσῆλθεν	G1525	eisēlthen	entered	entered
24:38	23	εἰς	G1519	eis	. . .	. . .
24:38	24	τὴν	G3588	tēn	the	the
24:38	25	κιβωτόν	G2787	kibōton	ark	ark
24:39	1	καὶ	G2532	kai	And	And
24:39	2	οὐκ	G3756	ouk	vvv	vvv
24:39	3	ἔγνωσαν	G1097	egnōsan	they were oblivious	they were oblivious
24:39	4	ἕως	G2193	heōs	until	until
24:39	5	ὁ	G3588	ho	the	the
24:39	6	κατακλυσμὸς	G2627	kataklysmos	flood	flood
24:39	7	ἦλθεν	G2064	ēlthen	came	came
24:39	8	καὶ	G2532	kai	and	and
24:39	9	ἦρεν	G142	ēren	swept them all away	swept them all away
24:39	10	ἅπαντας	G537	hapantas	. . .	. . .
24:39	11	καὶ	G2532	kai	-	-
24:39	12	οὕτως	G3779	houtōs	So	So
24:39	13	ἔσται	G1510	estai	will it be	will it be
24:39	14	ἡ	G3588	hē	[at] the	[at] the
24:39	15	παρουσία	G3952	parousia	coming	coming
24:39	16	τοῦ	G3588	tou	of the	of the
24:39	17	Υἱοῦ	G5207	Huiou	Son	Son
24:39	18	τοῦ	G3588	tou	-	-
24:39	19	ἀνθρώπου	G444	anthrōpou	of Man	of Man
24:40	1	τότε	G5119	tote	-	-
24:40	2	δύο	G1417	dyo	Two [men]	Two [men]
24:40	3	ἔσονται	G1510	esontai	will be	will be
24:40	4	ἐν	G1722	en	in	in
24:40	5	τῷ	G3588	tō	the	the
24:40	6	ἀγρῷ	G68	agrō	field	field
24:40	7	εἷς	G1520	heis	one	one
24:40	8	παραλαμβάνεται	G3880	paralambanetai	will be taken	will be taken
24:40	9	καὶ	G2532	kai	and	and
24:40	10	εἷς	G1520	heis	[the other]	[the other]
24:40	11	ἀφίεται	G863	aphietai	left	left
24:41	1	δύο	G1417	dyo	Two [women]	Two [women]
24:41	2	ἀλήθουσαι	G229	alēthousai	will be grinding	will be grinding
24:41	3	ἐν	G1722	en	at	at
24:41	4	τῷ	G3588	tō	the	the
24:41	5	μύλῳ	G3458	mylō	mill	mill
24:41	6	μία	G1520	mia	one	one
24:41	7	παραλαμβάνεται	G3880	paralambanetai	will be taken	will be taken
24:41	8	καὶ	G2532	kai	and	and
24:41	9	μία	G1520	mia	[the other]	[the other]
24:41	10	ἀφίεται	G863	aphietai	left	left
24:42	1	οὖν	G3767	oun	Therefore	Therefore
24:42	2	Γρηγορεῖτε	G1127	Grēgoreite	keep watch	keep watch
24:42	3	ὅτι	G3754	hoti	because	because
24:42	4	οὐκ	G3756	ouk	vvv	vvv
24:42	5	οἴδατε	G1492	oidate	you do not know	you do not know
24:42	6	ἡμέρᾳ	G2250	hēmera	[the] day	[the] day
24:42	7	ποίᾳ	G4169	poia	on which	on which
24:42	8	ὑμῶν	G4771	hymōn	your	your
24:42	9	ὁ	G3588	ho	-	-
24:42	10	κύριος	G2962	kyrios	Lord	Lord
24:42	11	ἔρχεται	G2064	erchetai	will come	will come
24:43	1	δὲ	G1161	de	But	But
24:43	2	γινώσκετε	G1097	ginōskete	understand	understand
24:43	3	ἐκεῖνο	G1565	ekeino	this	this
24:43	4	ὅτι	G3754	hoti	-	-
24:43	5	εἰ	G1487	ei	If	If
24:43	6	ὁ	G3588	ho	the	the
24:43	7	οἰκοδεσπότης	G3617	oikodespotēs	homeowner	homeowner
24:43	8	ᾔδει	G1492	ēdei	had known	had known
24:43	9	ποίᾳ	G4169	poia	in which	in which
24:43	10	φυλακῇ	G5438	phylakē	watch of the night	watch of the night
24:43	11	ὁ	G3588	ho	the	the
24:43	12	κλέπτης	G2812	kleptēs	thief	thief
24:43	13	ἔρχεται	G2064	erchetai	was coming	was coming
24:43	14	ἂν	G302	an	vvv	vvv
24:43	15	ἐγρηγόρησεν	G1127	egrēgorēsen	he would have kept watch	he would have kept watch
24:43	16	καὶ	G2532	kai	and	and
24:43	17	ἂν	G302	an	vvv	vvv
24:43	18	οὐκ	G3756	ouk	{would} not	{would} not
24:43	19	εἴασεν	G1439	eiasen	have let	have let
24:43	20	αὐτοῦ	G846	autou	his	his
24:43	21	τὴν	G3588	tēn	-	-
24:43	22	οἰκίαν	G3614	oikian	house	house
24:43	23	διορυχθῆναι	G1358	diorychthēnai	be broken into	be broken into
24:44	1	διὰ	G1223	dia	For this reason	For this reason
24:44	2	τοῦτο	G3778	touto	. . .	. . .
24:44	3	ὑμεῖς	G4771	hymeis	you	you
24:44	4	καὶ	G2532	kai	also	also
24:44	5	γίνεσθε	G1096	ginesthe	must be	must be
24:44	6	ἕτοιμοι	G2092	hetoimoi	ready	ready
24:44	7	ὅτι	G3754	hoti	because	because
24:44	8	ὁ	G3588	ho	the	the
24:44	9	Υἱὸς	G5207	Huios	Son	Son
24:44	10	τοῦ	G3588	tou	-	-
24:44	11	ἀνθρώπου	G444	anthrōpou	of Man	of Man
24:44	12	ἔρχεται	G2064	erchetai	will come	will come
24:44	13	ᾗ	G3739	hē	at an	at an
24:44	14	ὥρᾳ	G5610	hōra	hour	hour
24:44	15	οὐ	G3756	ou	vvv	vvv
24:44	16	δοκεῖτε	G1380	dokeite	you do not expect	you do not expect
24:45	1	Τίς	G5101	Tis	Who	Who
24:45	2	ἄρα	G686	ara	then	then
24:45	3	ἐστὶν	G1510	estin	is	is
24:45	4	ὁ	G3588	ho	the	the
24:45	5	πιστὸς	G4103	pistos	faithful	faithful
24:45	6	καὶ	G2532	kai	and	and
24:45	7	φρόνιμος	G5429	phronimos	wise	wise
24:45	8	δοῦλος	G1401	doulos	servant	servant
24:45	9	ὃν	G3739	hon	whom	whom
24:45	10	ὁ	G3588	ho	the	the
24:45	11	κύριος	G2962	kyrios	master	master
24:45	12	κατέστησεν	G2525	katestēsen	has put in charge	has put in charge
24:45	13	ἐπὶ	G1909	epi	of	of
24:45	14	αὐτοῦ	G846	autou	his	his
24:45	15	τῆς	G3588	tēs	-	-
24:45	16	οἰκετείας	G3610	oiketeias	household	household
24:45	17	τοῦ	G3588	tou	-	-
24:45	18	δοῦναι	G1325	dounai	to give	to give
24:45	19	αὐτοῖς	G846	autois	[the others]	[the others]
24:45	20	τὴν	G3588	tēn	[their]	[their]
24:45	21	τροφὴν	G5160	trophēn	food	food
24:45	22	ἐν	G1722	en	at	at
24:45	23	καιρῷ	G2540	kairō	the proper time	the proper time
24:46	1	μακάριος	G3107	makarios	Blessed [is]	Blessed [is]
24:46	2	ἐκεῖνος	G1565	ekeinos	that	that
24:46	3	ὁ	G3588	ho	-	-
24:46	4	δοῦλος	G1401	doulos	servant	servant
24:46	5	ὃν	G3739	hon	whose	whose
24:46	6	αὐτοῦ	G846	autou	. . .	. . .
24:46	7	ὁ	G3588	ho	-	-
24:46	8	κύριος	G2962	kyrios	master	master
24:46	9	εὑρήσει	G2147	heurēsei	finds	finds
24:46	10	ποιοῦντα	G4160	poiounta	him doing	him doing
24:46	11	οὕτως	G3779	houtōs	so	so
24:46	12	ἐλθὼν	G2064	elthōn	when he returns	when he returns
24:47	1	ἀμὴν	G281	amēn	Truly	Truly
24:47	2	λέγω	G3004	legō	I tell	I tell
24:47	3	ὑμῖν	G4771	hymin	you	you
24:47	4	ὅτι	G3754	hoti	-	-
24:47	5	καταστήσει	G2525	katastēsei	he will put him in charge	he will put him in charge
24:47	6	αὐτόν	G846	auton	. . .	. . .
24:47	7	ἐπὶ	G1909	epi	of	of
24:47	8	πᾶσιν	G3956	pasin	all	all
24:47	9	αὐτοῦ	G846	autou	his	his
24:47	10	τοῖς	G3588	tois	-	-
24:47	11	ὑπάρχουσιν	G5225	hyparchousin	possessions	possessions
24:48	1	δὲ	G1161	de	But	But
24:48	2	Ἐὰν	G1437	Ean	suppose	suppose
24:48	3	ἐκεῖνος	G1565	ekeinos	that	that
24:48	4	ὁ	G3588	ho	-	-
24:48	5	δοῦλος	G1401	doulos	servant	servant
24:48	6	κακὸς	G2556	kakos	[is] wicked	[is] wicked
24:48	7	εἴπῃ	G2036	eipē	[and] says	[and] says
24:48	8	ἐν	G1722	en	in	in
24:48	9	αὐτοῦ	G846	autou	his	his
24:48	10	τῇ	G3588	tē	-	-
24:48	11	καρδίᾳ	G2588	kardia	heart	heart
24:48	12	μου	G1473	mou	My	My
24:48	13	ὁ	G3588	ho	-	-
24:48	14	κύριος	G2962	kyrios	master	master
24:48	15	Χρονίζει	G5549	Chronizei	will be away a long time	will be away a long time
24:49	1	καὶ	G2532	kai	And	And
24:49	2	ἄρξηται	G756	arxētai	he begins	he begins
24:49	3	τύπτειν	G5180	typtein	to beat	to beat
24:49	4	αὐτοῦ	G846	autou	his	his
24:49	5	τοὺς	G3588	tous	-	-
24:49	6	συνδούλους	G4889	syndoulous	fellow servants	fellow servants
24:49	7	δὲ	G1161	de	and	and
24:49	8	ἐσθίῃ	G2068	esthiē	to eat	to eat
24:49	9	καὶ	G2532	kai	and	and
24:49	10	πίνῃ	G4095	pinē	drink	drink
24:49	11	μετὰ	G3326	meta	with	with
24:49	12	τῶν	G3588	tōn	-	-
24:49	13	μεθυόντων	G3184	methyontōn	drunkards	drunkards
24:50	1	ὁ	G3588	ho	The	The
24:50	2	κύριος	G2962	kyrios	master	master
24:50	3	ἐκείνου	G1565	ekeinou	of that	of that
24:50	4	τοῦ	G3588	tou	-	-
24:50	5	δούλου	G1401	doulou	servant	servant
24:50	6	ἥξει	G2240	hēxei	will come	will come
24:50	7	ἐν	G1722	en	on	on
24:50	8	ἡμέρᾳ	G2250	hēmera	a day	a day
24:50	9	ᾗ	G3739	hē	vvv	vvv
24:50	10	οὐ	G3756	ou	vvv	vvv
24:50	11	προσδοκᾷ	G4328	prosdoka	he does not expect	he does not expect
24:50	12	καὶ	G2532	kai	and	and
24:50	13	ἐν	G1722	en	at	at
24:50	14	ὥρᾳ	G5610	hōra	an hour	an hour
24:50	15	ᾗ	G3739	hē	vvv	vvv
24:50	16	οὐ	G3756	ou	vvv	vvv
24:50	17	γινώσκει	G1097	ginōskei	he does not anticipate	he does not anticipate
24:51	1	καὶ	G2532	kai	Then	Then
24:51	2	διχοτομήσει	G1371	dichotomēsei	he will cut him to pieces	he will cut him to pieces
24:51	3	αὐτὸν	G846	auton	. . .	. . .
24:51	4	καὶ	G2532	kai	and	and
24:51	5	θήσει	G5087	thēsei	assign	assign
24:51	6	αὐτοῦ	G846	autou	him	him
24:51	7	τὸ	G3588	to	-	-
24:51	8	μέρος	G3313	meros	a place	a place
24:51	9	μετὰ	G3326	meta	with	with
24:51	10	τῶν	G3588	tōn	the	the
24:51	11	ὑποκριτῶν	G5273	hypokritōn	hypocrites	hypocrites
24:51	12	ἐκεῖ	G1563	ekei	[where] there	[where] there
24:51	13	ἔσται	G1510	estai	will be	will be
24:51	14	ὁ	G3588	ho	-	-
24:51	15	κλαυθμὸς	G2805	klauthmos	weeping	weeping
24:51	16	καὶ	G2532	kai	and	and
24:51	17	ὁ	G3588	ho	-	-
24:51	18	βρυγμὸς	G1030	brygmos	gnashing	gnashing
24:51	19	τῶν	G3588	tōn	of	of
24:51	20	ὀδόντων	G3599	odontōn	teeth	teeth
25:1	1	Τότε	G5119	Tote	At that time	At that time
25:1	2	ἡ	G3588	hē	the	the
25:1	3	βασιλεία	G932	basileia	kingdom	kingdom
25:1	4	τῶν	G3588	tōn	of	of
25:1	5	οὐρανῶν	G3772	ouranōn	heaven	heaven
25:1	6	ὁμοιωθήσεται	G3666	homoiōthēsetai	will be like	will be like
25:1	7	δέκα	G1176	deka	ten	ten
25:1	8	παρθένοις	G3933	parthenois	virgins	virgins
25:1	9	αἵτινες	G3748	haitines	who	who
25:1	10	λαβοῦσαι	G2983	labousai	took	took
25:1	11	ἑαυτῶν	G1438	heautōn	their	their
25:1	12	τὰς	G3588	tas	-	-
25:1	13	λαμπάδας	G2985	lampadas	lamps	lamps
25:1	14	ἐξῆλθον	G1831	exēlthon	[and] went out	[and] went out
25:1	15	εἰς	G1519	eis	to	to
25:1	16	ὑπάντησιν	G5222	hypantēsin	meet	meet
25:1	17	τοῦ	G3588	tou	the	the
25:1	18	νυμφίου	G3566	nymphiou	bridegroom	bridegroom
25:2	1	δὲ	G1161	de	-	-
25:2	2	πέντε	G4002	pente	Five	Five
25:2	3	ἐξ	G1537	ex	of	of
25:2	4	αὐτῶν	G846	autōn	them	them
25:2	5	ἦσαν	G1510	ēsan	were	were
25:2	6	μωραὶ	G3474	mōrai	foolish	foolish
25:2	7	καὶ	G2532	kai	and	and
25:2	8	πέντε	G4002	pente	five [were]	five [were]
25:2	9	φρόνιμοι	G5429	phronimoi	wise	wise
25:3	1	γὰρ	G1063	gar	-	-
25:3	2	αἱ	G3588	hai	The	The
25:3	3	μωραὶ	G3474	mōrai	foolish [ones]	foolish [ones]
25:3	4	λαβοῦσαι	G2983	labousai	took	took
25:3	5	αὐτῶν	G846	autōn	their	their
25:3	6	τὰς	G3588	tas	-	-
25:3	7	λαμπάδας	G2985	lampadas	lamps	lamps
25:3	8	ἔλαβον	G2983	elabon	[but did not] take along	[but did not] take along
25:3	9	μεθ’	G3326	meth’	. . .	. . .
25:3	10	ἑαυτῶν	G1438	heautōn	. . .	. . .
25:3	11	οὐκ	G3756	ouk	[any extra]	[any extra]
25:3	12	ἔλαιον	G1637	elaion	oil	oil
25:4	1	δὲ	G1161	de	But	But
25:4	2	αἱ	G3588	hai	the	the
25:4	3	φρόνιμοι	G5429	phronimoi	wise [ones]	wise [ones]
25:4	4	ἔλαβον	G2983	elabon	took	took
25:4	5	ἔλαιον	G1637	elaion	oil	oil
25:4	6	ἐν	G1722	en	in	in
25:4	7	τοῖς	G3588	tois	-	-
25:4	8	ἀγγείοις	G30	angeiois	flasks	flasks
25:4	9	μετὰ	G3326	meta	along with	along with
25:4	10	ἑαυτῶν	G1438	heautōn	their	their
25:4	11	τῶν	G3588	tōn	-	-
25:4	12	λαμπάδων	G2985	lampadōn	lamps	lamps
25:5	1	δὲ	G1161	de	[When]	[When]
25:5	2	τοῦ	G3588	tou	the	the
25:5	3	νυμφίου	G3566	nymphiou	bridegroom	bridegroom
25:5	4	χρονίζοντος	G5549	chronizontos	was delayed	was delayed
25:5	5	πᾶσαι	G3956	pasai	vvv	vvv
25:5	6	ἐνύσταξαν	G3573	enystaxan	they all became drowsy	they all became drowsy
25:5	7	καὶ	G2532	kai	and	and
25:5	8	ἐκάθευδον	G2518	ekatheudon	fell asleep	fell asleep
25:6	1	δὲ	G1161	de	-	-
25:6	2	Μέσης	G3319	Mesēs	At midnight	At midnight
25:6	3	νυκτὸς	G3571	nyktos	. . .	. . .
25:6	4	κραυγὴ	G2906	kraugē	the cry	the cry
25:6	5	γέγονεν	G1096	gegonen	rang out	rang out
25:6	6	Ἰδοὺ	G2400	Idou	Here is	Here is
25:6	7	ὁ	G3588	ho	the	the
25:6	8	νυμφίος	G3566	nymphios	bridegroom	bridegroom
25:6	9	ἐξέρχεσθε	G1831	exerchesthe	Come out	Come out
25:6	10	εἰς	G1519	eis	to	to
25:6	11	ἀπάντησιν	G529	apantēsin	meet	meet
25:6	12	αὐτοῦ	G846	autou	him	him
25:7	1	Τότε	G5119	Tote	Then	Then
25:7	2	πᾶσαι	G3956	pasai	all	all
25:7	3	ἐκεῖναι	G1565	ekeinai	-	-
25:7	4	αἱ	G3588	hai	the	the
25:7	5	παρθένοι	G3933	parthenoi	virgins	virgins
25:7	6	ἠγέρθησαν	G1453	ēgerthēsan	woke up	woke up
25:7	7	καὶ	G2532	kai	and	and
25:7	8	ἐκόσμησαν	G2885	ekosmēsan	trimmed	trimmed
25:7	9	ἑαυτῶν	G1438	heautōn	their	their
25:7	10	τὰς	G3588	tas	-	-
25:7	11	λαμπάδας	G2985	lampadas	lamps	lamps
25:8	1	δὲ	G1161	de	-	-
25:8	2	αἱ	G3588	hai	The	The
25:8	3	μωραὶ	G3474	mōrai	foolish ones	foolish ones
25:8	4	εἶπαν	G2036	eipan	said	said
25:8	5	ταῖς	G3588	tais	to the	to the
25:8	6	φρονίμοις	G5429	phronimois	wise	wise
25:8	7	Δότε	G1325	Dote	Give	Give
25:8	8	ἡμῖν	G1473	hēmin	us	us
25:8	9	ἐκ	G1537	ek	some of	some of
25:8	10	ὑμῶν	G4771	hymōn	your	your
25:8	11	τοῦ	G3588	tou	-	-
25:8	12	ἐλαίου	G1637	elaiou	oil	oil
25:8	13	ὅτι	G3754	hoti	-	-
25:8	14	ἡμῶν	G1473	hēmōn	our	our
25:8	15	αἱ	G3588	hai	-	-
25:8	16	λαμπάδες	G2985	lampades	lamps	lamps
25:8	17	σβέννυνται	G4570	sbennyntai	are going out	are going out
25:9	1	οὐ	G3756	ou	No	No
25:9	2	δὲ	G1161	de	-	-
25:9	3	Ἀπεκρίθησαν	G611	Apekrithēsan	said	said
25:9	4	αἱ	G3588	hai	the	the
25:9	5	φρόνιμοι	G5429	phronimoi	wise [ones]	wise [ones]
25:9	6	λέγουσαι	G3004	legousai	. . .	. . .
25:9	7	Μή¦Ποτε	G3379	Mē¦Pote	or	or
25:9	8	μὴ	G3361	mē	vvv	vvv
25:9	9	ἀρκέσῃ	G714	arkesē	there may not be enough	there may not be enough
25:9	10	ἡμῖν	G1473	hēmin	for [both] us	for [both] us
25:9	11	καὶ	G2532	kai	and	and
25:9	12	ὑμῖν	G4771	hymin	you	you
25:9	13	μᾶλλον	G3123	mallon	Instead	Instead
25:9	14	πορεύεσθε	G4198	poreuesthe	go	go
25:9	15	πρὸς	G4314	pros	to	to
25:9	16	τοὺς	G3588	tous	those who	those who
25:9	17	πωλοῦντας	G4453	pōlountas	sell [oil]	sell [oil]
25:9	18	καὶ	G2532	kai	and	and
25:9	19	ἀγοράσατε	G59	agorasate	buy [some]	buy [some]
25:9	20	ἑαυταῖς	G1438	heautais	for yourselves	for yourselves
25:10	1	δὲ	G1161	de	But	But
25:10	2	αὐτῶν	G846	autōn	[while] they	[while] they
25:10	3	Ἀπερχομένων	G565	Aperchomenōn	were on their way	were on their way
25:10	4	ἀγοράσαι	G59	agorasai	to buy [it]	to buy [it]
25:10	5	ὁ	G3588	ho	the	the
25:10	6	νυμφίος	G3566	nymphios	bridegroom	bridegroom
25:10	7	ἦλθεν	G2064	ēlthen	arrived	arrived
25:10	8	καὶ	G2532	kai	-	-
25:10	9	αἱ	G3588	hai	Those who	Those who
25:10	10	ἕτοιμοι	G2092	hetoimoi	were ready	were ready
25:10	11	εἰσῆλθον	G1525	eisēlthon	went in	went in
25:10	12	μετ’	G3326	met’	with	with
25:10	13	αὐτοῦ	G846	autou	him	him
25:10	14	εἰς	G1519	eis	to	to
25:10	15	τοὺς	G3588	tous	the	the
25:10	16	γάμους	G1062	gamous	wedding banquet	wedding banquet
25:10	17	καὶ	G2532	kai	and	and
25:10	18	ἡ	G3588	hē	the	the
25:10	19	θύρα	G2374	thyra	door	door
25:10	20	ἐκλείσθη	G2808	ekleisthē	was shut	was shut
25:11	1	Ὕστερον	G5305	Hysteron	Later	Later
25:11	2	δὲ	G1161	de	vvv	vvv
25:11	3	αἱ	G3588	hai	the	the
25:11	4	λοιπαὶ	G3062	loipai	other	other
25:11	5	παρθένοι	G3933	parthenoi	virgins	virgins
25:11	6	ἔρχονται	G2064	erchontai	arrived	arrived
25:11	7	καὶ	G2532	kai	and	and
25:11	8	λέγουσαι	G3004	legousai	said	said
25:11	9	Κύριε	G2962	Kyrie	Lord	Lord
25:11	10	κύριε	G2962	kyrie	lord	lord
25:11	11	ἄνοιξον	G455	anoixon	open [the door]	open [the door]
25:11	12	ἡμῖν	G1473	hēmin	for us	for us
25:12	1	δὲ	G1161	de	But	But
25:12	2	Ὁ	G3588	Ho	-	-
25:12	3	ἀποκριθεὶς	G611	apokritheis	he replied	he replied
25:12	4	εἶπεν	G2036	eipen	. . .	. . .
25:12	5	Ἀμὴν	G281	Amēn	Truly	Truly
25:12	6	λέγω	G3004	legō	I tell	I tell
25:12	7	ὑμῖν	G4771	hymin	you	you
25:12	8	οὐκ	G3756	ouk	vvv	vvv
25:12	9	οἶδα	G1492	oida	I do not know	I do not know
25:12	10	ὑμᾶς	G4771	hymas	you	you
25:13	1	οὖν	G3767	oun	Therefore	Therefore
25:13	2	Γρηγορεῖτε	G1127	Grēgoreite	keep watch	keep watch
25:13	3	ὅτι	G3754	hoti	because	because
25:13	4	οὐκ	G3756	ouk	vvv	vvv
25:13	5	οἴδατε	G1492	oidate	you do not know	you do not know
25:13	6	τὴν	G3588	tēn	the	the
25:13	7	ἡμέραν	G2250	hēmeran	day	day
25:13	8	οὐδὲ	G3761	oude	[or]	[or]
25:13	9	τὴν	G3588	tēn	the	the
25:13	10	ὥραν	G5610	hōran	hour	hour
25:14	1	γὰρ	G1063	gar	For	For
25:14	2	Ὥσπερ	G5618	Hōsper	[it] is just like	[it] is just like
25:14	3	ἄνθρωπος	G444	anthrōpos	a man	a man
25:14	4	ἀποδημῶν	G589	apodēmōn	going on a journey	going on a journey
25:14	5	ἐκάλεσεν	G2564	ekalesen	who called	who called
25:14	6	ἰδίους	G2398	idious	his	his
25:14	7	τοὺς	G3588	tous	-	-
25:14	8	δούλους	G1401	doulous	servants	servants
25:14	9	καὶ	G2532	kai	and	and
25:14	10	παρέδωκεν	G3860	paredōken	entrusted	entrusted
25:14	11	αὐτοῖς	G846	autois	them	them
25:14	12	αὐτοῦ	G846	autou	with his	with his
25:14	13	τὰ	G3588	ta	-	-
25:14	14	ὑπάρχοντα	G5225	hyparchonta	possessions	possessions
25:15	1	καὶ	G2532	kai	-	-
25:15	2	μὲν	G3303	men	-	-
25:15	3	ᾧ	G3739	hō	To one	To one
25:15	4	ἔδωκεν	G1325	edōken	he gave	he gave
25:15	5	πέντε	G4002	pente	five	five
25:15	6	τάλαντα	G5007	talanta	talents	talents
25:15	7	δὲ	G1161	de	-	-
25:15	8	ᾧ	G3739	hō	to [another]	to [another]
25:15	9	δύο	G1417	dyo	two [talents]	two [talents]
25:15	10	δὲ	G1161	de	and	and
25:15	11	ᾧ	G3739	hō	to [another]	to [another]
25:15	12	ἕν	G1520	hen	one [talent]	one [talent]
25:15	13	ἑκάστῳ	G1538	hekastō	each	each
25:15	14	κατὰ	G2596	kata	according to	according to
25:15	15	ἰδίαν	G2398	idian	his own	his own
25:15	16	τὴν	G3588	tēn	-	-
25:15	17	δύναμιν	G1411	dynamin	ability	ability
25:15	18	καὶ	G2532	kai	And	And
25:15	19	ἀπεδήμησεν	G589	apedēmēsen	he went on his journey	he went on his journey
25:16	1	ὁ	G3588	ho	The [servant]	The [servant]
25:16	2	λαβὼν	G2983	labōn	who had received	who had received
25:16	3	τὰ	G3588	ta	the	the
25:16	4	πέντε	G4002	pente	five	five
25:16	5	τάλαντα	G5007	talanta	talents	talents
25:16	6	Πορευθεὶς	G4198	Poreutheis	went	went
25:16	7	Εὐθέως	G2112	Eutheōs	at once	at once
25:16	8	ἠργάσατο	G2038	ērgasato	[and] put them to work	[and] put them to work
25:16	9	ἐν	G1722	en	. . .	. . .
25:16	10	αὐτοῖς	G846	autois	. . .	. . .
25:16	11	καὶ	G2532	kai	and	and
25:16	12	ἐκέρδησεν	G2770	ekerdēsen	gained	gained
25:16	13	πέντε	G4002	pente	five	five
25:16	14	ἄλλα	G243	alla	more	more
25:17	1	ὡσαύτως	G5615	hōsautōs	Likewise	Likewise
25:17	2	ὁ	G3588	ho	the [one with]	the [one with]
25:17	3	τὰ	G3588	ta	the	the
25:17	4	δύο	G1417	dyo	two [talents]	two [talents]
25:17	5	ἐκέρδησεν	G2770	ekerdēsen	gained	gained
25:17	6	δύο	G1417	dyo	two	two
25:17	7	ἄλλα	G243	alla	more	more
25:18	1	δὲ	G1161	de	But	But
25:18	2	ὁ	G3588	ho	the [servant]	the [servant]
25:18	3	λαβὼν	G2983	labōn	who had received	who had received
25:18	4	τὸ	G3588	to	the	the
25:18	5	ἓν	G1520	hen	one [talent]	one [talent]
25:18	6	ἀπελθὼν	G565	apelthōn	went off	went off
25:18	7	ὤρυξεν	G3736	ōryxen	dug a hole	dug a hole
25:18	8	γῆν	G1093	gēn	in the ground	in the ground
25:18	9	καὶ	G2532	kai	and	and
25:18	10	ἔκρυψεν	G2928	ekrypsen	hid	hid
25:18	11	αὐτοῦ	G846	autou	his	his
25:18	12	τοῦ	G3588	tou	-	-
25:18	13	κυρίου	G2962	kyriou	master’s	master’s
25:18	14	τὸ	G3588	to	-	-
25:18	15	ἀργύριον	G694	argyrion	money	money
25:19	1	δὲ	G1161	de	vvv	vvv
25:19	2	Μετὰ	G3326	Meta	After	After
